epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,1343.5,0.99206,2.2887,1.31254,0.66176,0.01247,0.01846,0.01267,1.22056,2.53498,1.23949,0.002872,0.002872,0.002872
146,1354.08,0.98387,2.22614,1.30091,0.702,0.01272,0.01895,0.01348,1.20164,2.49129,1.22474,0.0028225,0.0028225,0.0028225
147,1364.35,0.97071,2.25039,1.30067,0.61736,0.01266,0.01817,0.01304,1.19155,2.51892,1.22573,0.002773,0.002773,0.002773
148,1374.54,0.99247,2.25894,1.31301,0.67847,0.01222,0.01855,0.01283,1.20947,2.55402,1.25411,0.0027235,0.0027235,0.0027235
149,1384.93,1.00749,2.27288,1.3081,0.68448,0.01272,0.01873,0.01268,1.20473,2.52591,1.25151,0.002674,0.002674,0.002674
150,1395.24,1.01652,2.31605,1.31288,0.65769,0.01253,0.01845,0.01283,1.20295,2.48573,1.24689,0.0026245,0.0026245,0.0026245
151,1405.81,0.97897,2.25735,1.28884,0.59544,0.0126,0.01848,0.0127,1.2042,2.55474,1.22954,0.002575,0.002575,0.002575
152,1416.24,0.97543,2.19491,1.28052,0.63729,0.01253,0.01881,0.01328,1.19327,2.48017,1.23713,0.0025255,0.0025255,0.0025255
153,1426.92,1.00248,2.27305,1.31366,0.61222,0.01241,0.01795,0.01205,1.25464,2.62453,1.27432,0.002476,0.002476,0.002476
154,1437.59,1.00308,2.27231,1.3178,0.56022,0.01234,0.0184,0.01299,1.20768,2.6202,1.22846,0.0024265,0.0024265,0.0024265
155,1447.98,0.99636,2.29936,1.29166,0.62329,0.0126,0.0185,0.0127,1.22985,2.54688,1.26084,0.002377,0.002377,0.002377
156,1458.58,0.97036,2.24532,1.28468,0.65485,0.01247,0.01882,0.01321,1.16619,2.45364,1.20985,0.0023275,0.0023275,0.0023275
157,1469.23,0.97095,2.19123,1.28131,0.65131,0.01215,0.01842,0.01264,1.21679,2.54561,1.25058,0.002278,0.002278,0.002278
158,1479.72,0.96843,2.21353,1.27417,0.65652,0.01234,0.01871,0.01279,1.21398,2.45905,1.23919,0.0022285,0.0022285,0.0022285
159,1490.41,0.99034,2.23998,1.29254,0.66358,0.0123,0.01848,0.01242,1.2323,2.60581,1.26293,0.002179,0.002179,0.002179
160,1501.06,0.95439,2.1257,1.27223,0.65342,0.01215,0.01886,0.01291,1.20792,2.51967,1.2363,0.0021295,0.0021295,0.0021295
161,1511.49,0.96615,2.19127,1.25941,0.68702,0.01203,0.01873,0.01308,1.22401,2.53449,1.23861,0.00208,0.00208,0.00208
162,1522.12,0.98115,2.24362,1.28704,0.69333,0.01228,0.0185,0.01302,1.18301,2.48833,1.21558,0.0020305,0.0020305,0.0020305
163,1532.37,0.95284,2.16088,1.26235,0.69135,0.01266,0.01914,0.0133,1.17967,2.45847,1.21051,0.001981,0.001981,0.001981
164,1542.8,0.99025,2.18033,1.31097,0.64219,0.0126,0.01885,0.01333,1.18533,2.42878,1.21128,0.0019315,0.0019315,0.0019315
165,1553.24,0.95966,2.18365,1.27095,0.64607,0.01241,0.01846,0.013,1.19175,2.56172,1.22417,0.001882,0.001882,0.001882
166,1563.32,0.96692,2.16479,1.28276,0.66101,0.01253,0.01863,0.01278,1.17436,2.45616,1.21281,0.0018325,0.0018325,0.0018325
167,1573.87,0.94096,2.08815,1.2676,0.65349,0.0126,0.01882,0.01296,1.17818,2.41546,1.21826,0.001783,0.001783,0.001783
168,1584.23,0.97297,2.1974,1.28739,0.62866,0.01241,0.01865,0.01328,1.18242,2.45408,1.21638,0.0017335,0.0017335,0.0017335
169,1594.68,0.94771,2.1333,1.25841,0.66468,0.0126,0.01881,0.01301,1.18034,2.4238,1.22662,0.001684,0.001684,0.001684
170,1605.25,0.9721,2.14778,1.28128,0.63677,0.01253,0.01892,0.01289,1.18206,2.36688,1.22707,0.0016345,0.0016345,0.0016345
171,1615.85,0.95973,2.14827,1.27077,0.66457,0.01266,0.01869,0.01328,1.18523,2.415,1.20746,0.001585,0.001585,0.001585
172,1626.52,0.9752,2.20186,1.29022,0.67541,0.01241,0.01858,0.01312,1.17099,2.48094,1.21326,0.0015355,0.0015355,0.0015355
