epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,442.171,1.2399,0.99406,1.15,0.58907,0.01234,0.01851,0.01283,1.73417,1.25256,1.16939,0.0007922,0.0007922,0.0007922
63,449.307,1.22015,0.94512,1.15066,0.71784,0.01228,0.01873,0.01309,1.73302,1.27004,1.16553,0.0007724,0.0007724,0.0007724
64,456.482,1.21375,0.94908,1.13086,0.6671,0.01247,0.01886,0.01252,1.77217,1.25189,1.20446,0.0007526,0.0007526,0.0007526
65,463.516,1.17037,0.93159,1.11045,0.6523,0.01228,0.01842,0.01295,1.74515,1.24912,1.1876,0.0007328,0.0007328,0.0007328
66,470.577,1.18189,0.91457,1.12096,0.73167,0.01234,0.01901,0.01364,1.68315,1.20695,1.15302,0.000713,0.000713,0.000713
67,477.692,1.17337,0.90281,1.13458,0.68652,0.01228,0.019,0.01353,1.67276,1.18222,1.15922,0.0006932,0.0006932,0.0006932
68,484.753,1.19507,0.95313,1.14228,0.67235,0.01247,0.01862,0.01301,1.67501,1.2222,1.13241,0.0006734,0.0006734,0.0006734
69,491.864,1.18069,0.93172,1.12919,0.64203,0.01241,0.01854,0.01316,1.6817,1.22898,1.15389,0.0006536,0.0006536,0.0006536
70,499.089,1.16302,0.89545,1.11237,0.69224,0.01234,0.0186,0.01294,1.69419,1.18973,1.18484,0.0006338,0.0006338,0.0006338
71,506.087,1.17864,0.93224,1.11787,0.6888,0.01227,0.01853,0.01325,1.70552,1.23897,1.15787,0.000614,0.000614,0.000614
72,513.208,1.16477,0.90918,1.12131,0.69493,0.01234,0.01888,0.01342,1.68982,1.19861,1.13953,0.0005942,0.0005942,0.0005942
73,520.271,1.17593,0.91762,1.12007,0.68537,0.01247,0.01859,0.01316,1.68543,1.2017,1.15685,0.0005744,0.0005744,0.0005744
74,527.5,1.1804,0.89951,1.13911,0.68164,0.0126,0.01879,0.01343,1.64798,1.17288,1.13293,0.0005546,0.0005546,0.0005546
75,534.53,1.21333,0.92764,1.12619,0.69588,0.01215,0.01855,0.01327,1.68842,1.21849,1.14146,0.0005348,0.0005348,0.0005348
76,541.597,1.14276,0.87695,1.11737,0.64672,0.01241,0.01882,0.01354,1.65617,1.18466,1.1368,0.000515,0.000515,0.000515
77,548.638,1.17037,0.89364,1.10958,0.76606,0.01215,0.01862,0.01339,1.68159,1.19696,1.13744,0.0004952,0.0004952,0.0004952
78,555.771,1.15259,0.88135,1.10596,0.69935,0.01247,0.01889,0.01346,1.66025,1.19481,1.11474,0.0004754,0.0004754,0.0004754
79,562.782,1.13215,0.87464,1.08557,0.70668,0.01247,0.01891,0.0143,1.62841,1.13167,1.12047,0.0004556,0.0004556,0.0004556
80,569.221,1.13392,0.8759,1.10778,0.67642,0.01253,0.01896,0.0136,1.63864,1.14455,1.12755,0.0004358,0.0004358,0.0004358
81,576.135,1.14645,0.8502,1.08338,0.68904,0.01247,0.01879,0.01359,1.65016,1.17576,1.13234,0.000416,0.000416,0.000416
82,583.142,1.11836,0.84286,1.09043,0.71281,0.01234,0.01875,0.01339,1.68543,1.25463,1.13345,0.0003962,0.0003962,0.0003962
83,590.216,1.15954,0.86963,1.11605,0.71289,0.01241,0.01882,0.01362,1.63603,1.18174,1.11831,0.0003764,0.0003764,0.0003764
84,597.219,1.14528,0.85611,1.1101,0.74092,0.01215,0.01883,0.01346,1.64771,1.18468,1.13276,0.0003566,0.0003566,0.0003566
85,604.363,1.11038,0.84501,1.08977,0.71032,0.01247,0.01899,0.01364,1.60819,1.14468,1.11525,0.0003368,0.0003368,0.0003368
86,611.494,1.14541,0.8596,1.09446,0.70241,0.01253,0.01877,0.01397,1.62533,1.15136,1.11484,0.000317,0.000317,0.000317
87,618.459,1.12443,0.84312,1.10416,0.73881,0.01234,0.01909,0.01349,1.63472,1.18508,1.12202,0.0002972,0.0002972,0.0002972
88,625.566,1.10066,0.82047,1.08041,0.75987,0.01234,0.01901,0.01346,1.65937,1.17001,1.13638,0.0002774,0.0002774,0.0002774
89,632.614,1.09249,0.80507,1.07845,0.75361,0.01241,0.01899,0.0138,1.59301,1.12354,1.10707,0.0002576,0.0002576,0.0002576
90,639.699,1.12946,0.84042,1.09734,0.74675,0.01234,0.01875,0.01348,1.60925,1.1571,1.09145,0.0002378,0.0002378,0.0002378
91,647.66,1.2701,0.89744,1.01686,0.70616,0.01228,0.01909,0.01374,1.60625,1.13797,1.09342,0.000218,0.000218,0.000218
92,654.798,1.26815,0.88241,0.9985,0.7091,0.01241,0.01904,0.01433,1.59706,1.13804,1.10838,0.0001982,0.0001982,0.0001982
93,661.844,1.21825,0.83329,0.98765,0.71762,0.01241,0.01928,0.01398,1.57101,1.11465,1.10163,0.0001784,0.0001784,0.0001784
94,668.927,1.21815,0.82081,1.00333,0.69361,0.0124,0.01929,0.01387,1.59171,1.13803,1.10602,0.0001586,0.0001586,0.0001586
95,675.953,1.21866,0.82324,0.99244,0.71552,0.01247,0.01893,0.01374,1.6074,1.15138,1.12019,0.0001388,0.0001388,0.0001388
96,683.073,1.20174,0.815,0.98079,0.72232,0.01247,0.01896,0.01358,1.61958,1.15194,1.12647,0.000119,0.000119,0.000119
97,690.136,1.23682,0.83244,0.99379,0.74646,0.01247,0.01902,0.01366,1.61417,1.15076,1.1212,9.92e-05,9.92e-05,9.92e-05
98,697.29,1.1909,0.79238,0.97351,0.7432,0.01234,0.01909,0.01373,1.6056,1.13026,1.11635,7.94e-05,7.94e-05,7.94e-05
99,704.416,1.18582,0.79021,0.97222,0.72898,0.01234,0.01925,0.01383,1.5911,1.11735,1.11107,5.96e-05,5.96e-05,5.96e-05
100,711.316,1.19629,0.80217,0.97347,0.7343,0.01241,0.01914,0.01378,1.59929,1.1225,1.11733,3.98e-05,3.98e-05,3.98e-05
