epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,12876.3,0.96927,0.5123,1.07172,0.98383,0.96578,0.9867,0.76851,0.91036,0.37973,1.03182,0.00069805,0.00069805,0.00069805
63,13053,0.96654,0.50549,1.06834,0.98453,0.9666,0.98671,0.7692,0.9087,0.37914,1.03073,0.0006931,0.0006931,0.0006931
64,13237.5,0.96799,0.50658,1.06818,0.98531,0.9668,0.98645,0.76959,0.90715,0.37816,1.02987,0.00068815,0.00068815,0.00068815
65,13422,0.96527,0.50694,1.06615,0.98462,0.96762,0.98643,0.77088,0.90512,0.37689,1.02873,0.0006832,0.0006832,0.0006832
66,13609.1,0.96485,0.50554,1.06538,0.98445,0.96762,0.98647,0.7713,0.9029,0.3755,1.02753,0.00067825,0.00067825,0.00067825
67,13793.3,0.95931,0.50023,1.06054,0.98466,0.96761,0.9864,0.77179,0.90118,0.37437,1.02664,0.0006733,0.0006733,0.0006733
68,13972.4,0.95627,0.49903,1.06106,0.98374,0.96864,0.9865,0.77267,0.89945,0.3734,1.02574,0.00066835,0.00066835,0.00066835
69,14159.5,0.95089,0.495,1.05926,0.98448,0.96909,0.98665,0.77363,0.89738,0.37181,1.02476,0.0006634,0.0006634,0.0006634
70,14342,0.9489,0.4927,1.0587,0.98489,0.96893,0.9865,0.77426,0.89565,0.37102,1.02377,0.00065845,0.00065845,0.00065845
71,14524,0.95159,0.49286,1.05941,0.98529,0.96871,0.98673,0.77457,0.89366,0.37015,1.02266,0.0006535,0.0006535,0.0006535
72,14708.4,0.94943,0.4897,1.05577,0.9855,0.96907,0.98666,0.77528,0.89204,0.36932,1.02168,0.00064855,0.00064855,0.00064855
73,14889.1,0.94639,0.48535,1.05348,0.98522,0.96986,0.98688,0.77551,0.89066,0.36826,1.02093,0.0006436,0.0006436,0.0006436
74,15071,0.94035,0.48673,1.05557,0.98567,0.96986,0.98734,0.77675,0.88894,0.36703,1.0201,0.00063865,0.00063865,0.00063865
75,15256,0.94106,0.48548,1.05341,0.98571,0.96951,0.98734,0.77704,0.88717,0.3655,1.01917,0.0006337,0.0006337,0.0006337
76,15440,0.93996,0.4857,1.05295,0.98572,0.96979,0.98756,0.77781,0.88582,0.36422,1.01844,0.00062875,0.00062875,0.00062875
77,15626.1,0.93967,0.48198,1.05277,0.98633,0.97021,0.98774,0.77859,0.88439,0.36357,1.01776,0.0006238,0.0006238,0.0006238
78,15810.9,0.93842,0.4838,1.05016,0.98695,0.97051,0.98787,0.7797,0.88281,0.3624,1.0169,0.00061885,0.00061885,0.00061885
79,15996.2,0.93425,0.48166,1.05019,0.98635,0.97111,0.98807,0.78017,0.88161,0.36192,1.01631,0.0006139,0.0006139,0.0006139
80,16183.1,0.92744,0.47565,1.04608,0.98635,0.97103,0.98801,0.78086,0.88068,0.36088,1.01573,0.00060895,0.00060895,0.00060895
81,16367.6,0.93084,0.47576,1.04754,0.98729,0.97067,0.98811,0.78122,0.87933,0.35992,1.01515,0.000604,0.000604,0.000604
82,16552.7,0.92768,0.47311,1.04714,0.98777,0.97054,0.98829,0.78226,0.87834,0.35885,1.01476,0.00059905,0.00059905,0.00059905
83,16740.9,0.92795,0.47252,1.04826,0.98801,0.97088,0.98838,0.78266,0.87733,0.35809,1.01415,0.0005941,0.0005941,0.0005941
84,16925.4,0.9196,0.46862,1.04412,0.98736,0.97069,0.98832,0.78342,0.87631,0.35718,1.01369,0.00058915,0.00058915,0.00058915
85,17111.1,0.92501,0.47163,1.04663,0.98713,0.97067,0.98824,0.78387,0.87553,0.35694,1.01333,0.0005842,0.0005842,0.0005842
86,17292.4,0.92461,0.47014,1.04278,0.98655,0.97067,0.98803,0.78462,0.87404,0.35616,1.0124,0.00057925,0.00057925,0.00057925
87,17476.9,0.92023,0.46675,1.03966,0.98758,0.97161,0.9886,0.78477,0.87305,0.35538,1.01172,0.0005743,0.0005743,0.0005743
88,17661.8,0.91981,0.46675,1.04159,0.98737,0.97108,0.98854,0.78504,0.87186,0.35523,1.01108,0.00056935,0.00056935,0.00056935
89,17848.3,0.91159,0.46031,1.03486,0.98785,0.97128,0.98853,0.78564,0.87112,0.3548,1.01064,0.0005644,0.0005644,0.0005644
90,18033,0.91182,0.46289,1.03977,0.98749,0.97128,0.98848,0.78654,0.86998,0.35392,1.00996,0.00055945,0.00055945,0.00055945
91,18221.2,0.91525,0.46409,1.0363,0.98799,0.97141,0.98838,0.78663,0.86896,0.3538,1.00947,0.0005545,0.0005545,0.0005545
92,18407.1,0.91198,0.46464,1.03689,0.98764,0.9721,0.98836,0.78675,0.86808,0.35344,1.00898,0.00054955,0.00054955,0.00054955
93,18593.9,0.90897,0.46009,1.03717,0.9882,0.97192,0.98852,0.78724,0.86731,0.35287,1.00877,0.0005446,0.0005446,0.0005446
94,18781.5,0.90443,0.45858,1.03732,0.98826,0.97189,0.98868,0.78779,0.86668,0.35256,1.0088,0.00053965,0.00053965,0.00053965
95,18969.2,0.90599,0.45621,1.03673,0.9886,0.97166,0.98857,0.78732,0.86581,0.35224,1.00845,0.0005347,0.0005347,0.0005347
96,19154.1,0.90237,0.45444,1.03091,0.98837,0.97189,0.98837,0.78791,0.86482,0.35201,1.00775,0.00052975,0.00052975,0.00052975
97,19334.7,0.90562,0.4576,1.03407,0.98841,0.97249,0.98848,0.7881,0.86367,0.35113,1.00709,0.0005248,0.0005248,0.0005248
98,19520.3,0.89968,0.44926,1.02961,0.98841,0.97282,0.98809,0.78803,0.86218,0.35059,1.00605,0.00051985,0.00051985,0.00051985
99,19701.7,0.89427,0.44847,1.02781,0.98857,0.97271,0.98788,0.78774,0.8612,0.3506,1.00547,0.0005149,0.0005149,0.0005149
100,19886.7,0.89951,0.44878,1.03119,0.9893,0.9723,0.98801,0.78813,0.86061,0.34978,1.0053,0.00050995,0.00050995,0.00050995
101,20071.3,0.89412,0.44806,1.028,0.98857,0.9723,0.98792,0.78845,0.85978,0.34928,1.00492,0.000505,0.000505,0.000505
102,20250.1,0.89464,0.44832,1.02728,0.9899,0.97149,0.98796,0.78903,0.85883,0.34893,1.00425,0.00050005,0.00050005,0.00050005
103,20432.1,0.89578,0.44813,1.02873,0.99025,0.9718,0.98799,0.79031,0.85832,0.34815,1.00394,0.0004951,0.0004951,0.0004951
104,20610,0.89023,0.44424,1.02808,0.99002,0.97189,0.98812,0.7905,0.85728,0.34721,1.0035,0.00049015,0.00049015,0.00049015
105,20793.8,0.8887,0.4424,1.02689,0.98984,0.97201,0.98815,0.79082,0.85612,0.3465,1.00283,0.0004852,0.0004852,0.0004852
106,20976.5,0.89034,0.44639,1.02497,0.99025,0.97248,0.98875,0.79108,0.85549,0.34652,1.00235,0.00048025,0.00048025,0.00048025
107,21158.7,0.88949,0.44289,1.02306,0.98993,0.9721,0.98888,0.79164,0.85496,0.34586,1.00199,0.0004753,0.0004753,0.0004753
108,21344.7,0.88217,0.44073,1.02307,0.99046,0.97246,0.98913,0.79188,0.85487,0.34523,1.00207,0.00047035,0.00047035,0.00047035
109,21532.1,0.8755,0.43602,1.0181,0.99005,0.97247,0.9891,0.79198,0.85438,0.34519,1.00147,0.0004654,0.0004654,0.0004654
110,21719.4,0.87905,0.43829,1.0221,0.99004,0.97217,0.98926,0.79218,0.85389,0.34504,1.00132,0.00046045,0.00046045,0.00046045
111,21900.8,0.88049,0.43486,1.0222,0.98976,0.9721,0.98908,0.79271,0.8536,0.34464,1.00131,0.0004555,0.0004555,0.0004555
112,22085.6,0.8766,0.43396,1.01895,0.98984,0.97204,0.989,0.79279,0.8533,0.3444,1.00102,0.00045055,0.00045055,0.00045055
113,22272.6,0.88066,0.4379,1.02096,0.98984,0.97189,0.989,0.79263,0.8523,0.3435,1.00087,0.0004456,0.0004456,0.0004456
114,22457.1,0.87649,0.43186,1.01805,0.98963,0.97208,0.98896,0.79313,0.85134,0.34305,1.00031,0.00044065,0.00044065,0.00044065
115,22642,0.87557,0.43478,1.02013,0.98862,0.97301,0.98932,0.79336,0.8505,0.34293,0.9994,0.0004357,0.0004357,0.0004357
116,22825.9,0.87543,0.43133,1.01925,0.98883,0.97328,0.9894,0.79363,0.8499,0.34253,0.99923,0.00043075,0.00043075,0.00043075
117,23004,0.8723,0.43303,1.01784,0.98721,0.97503,0.98957,0.79375,0.84948,0.3422,0.99898,0.0004258,0.0004258,0.0004258
118,23182.3,0.86894,0.43207,1.01739,0.98842,0.97357,0.98959,0.79376,0.84873,0.34148,0.99855,0.00042085,0.00042085,0.00042085
119,23366.9,0.86876,0.43033,1.01791,0.98844,0.97481,0.9896,0.79368,0.8479,0.34161,0.99823,0.0004159,0.0004159,0.0004159
120,23547.6,0.86484,0.42556,1.01413,0.98742,0.97502,0.98959,0.79397,0.84805,0.34087,0.99886,0.00041095,0.00041095,0.00041095
121,23728.4,0.86726,0.42603,1.01416,0.98797,0.97475,0.98941,0.79404,0.84822,0.34003,0.99931,0.000406,0.000406,0.000406
122,23913.3,0.86421,0.42642,1.01588,0.98823,0.97491,0.99032,0.79497,0.84835,0.33942,0.99957,0.00040105,0.00040105,0.00040105
123,24098,0.86639,0.42618,1.01581,0.98721,0.97483,0.98939,0.79462,0.84771,0.33901,0.99905,0.0003961,0.0003961,0.0003961
124,24282.8,0.86021,0.42152,1.01157,0.98701,0.975,0.98987,0.79466,0.84725,0.33818,0.99894,0.00039115,0.00039115,0.00039115
125,24465.4,0.85866,0.42295,1.01248,0.98803,0.97469,0.98943,0.79474,0.8466,0.33786,0.99853,0.0003862,0.0003862,0.0003862
126,24647.9,0.85669,0.42253,1.01149,0.98764,0.97495,0.98936,0.79479,0.84603,0.33698,0.99844,0.00038125,0.00038125,0.00038125
127,24831.3,0.85423,0.42081,1.01121,0.98737,0.97515,0.98997,0.79507,0.84527,0.33692,0.99817,0.0003763,0.0003763,0.0003763
128,25010.3,0.85686,0.4184,1.01073,0.98741,0.97473,0.99003,0.79531,0.84393,0.337,0.99723,0.00037135,0.00037135,0.00037135
129,25190.5,0.85523,0.41862,1.0083,0.98683,0.97475,0.98934,0.79582,0.84317,0.33629,0.99693,0.0003664,0.0003664,0.0003664
130,25364,0.85447,0.41892,1.00891,0.98641,0.97545,0.99016,0.79648,0.84263,0.33616,0.99677,0.00036145,0.00036145,0.00036145
131,25544,0.85322,0.41867,1.00941,0.98687,0.97617,0.99051,0.79629,0.84208,0.33587,0.99659,0.0003565,0.0003565,0.0003565
132,25726.7,0.85422,0.41517,1.00846,0.98686,0.97576,0.99035,0.79632,0.84142,0.33569,0.99628,0.00035155,0.00035155,0.00035155
133,25913.3,0.85008,0.41484,1.00824,0.98787,0.97475,0.99035,0.79636,0.84061,0.33585,0.99579,0.0003466,0.0003466,0.0003466
134,26099.8,0.84864,0.41494,1.00869,0.98808,0.97475,0.99024,0.79663,0.83992,0.33585,0.99564,0.00034165,0.00034165,0.00034165
135,26286.2,0.84932,0.41416,1.00591,0.98821,0.97475,0.99026,0.79648,0.83924,0.33556,0.99522,0.0003367,0.0003367,0.0003367
136,26469.5,0.84631,0.41365,1.00672,0.98702,0.97548,0.99055,0.79708,0.83852,0.33562,0.99491,0.00033175,0.00033175,0.00033175
137,26653.2,0.84403,0.41289,1.00433,0.98614,0.97536,0.99041,0.79694,0.83777,0.33504,0.99461,0.0003268,0.0003268,0.0003268
138,26836.8,0.84286,0.41077,1.00489,0.98702,0.97593,0.99053,0.79754,0.83715,0.33443,0.99441,0.00032185,0.00032185,0.00032185
